PRIMROSE TOWER 17A TINIBU STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAGOS, Lagos",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Send  Activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement Currency : ,,,,USD,,,Transaction Currency : ,,,,,,NGN,,,,,,,,,,,,,,,
,,,,,,,,,Orig,Rcv,,,,,,,FX,,,,,,,Fx Rev,,,,
Tran Date,,Tran Id,,,,Ref #,,Prod,Cntry,Cntry,,FX Rate,,,,FX Date,Margin,,,Base Amt,Fee Amt,,,Share Amt,Commission Amt,,,Total
Daily Total : ,,,,,,,,,,,,,,,,,,2,,"(191,049.05)","6,683.91",,(459.60),,,"(1,120.76)","(1,580.36)",
,,,,,,,,,,,,,,,,,,,,(538.17),0.00,,(1.29),,,(3.16),(4.45),
12/31/2019,,2264893774,,,,76085577,,MT,FRA,NGA,,395.50550000000,,,,12/27/2019,0.50,,trn,"(18,003.90)","1,542.47",,(18.09),,,(277.64),,(295.73)
,,,,,,,,,,,,.00281690141,,,,12/31/2019,,,stl,(50.72),0.00,,(0.05),,,(0.78),,(0.83)
12/31/2019,,2264893774,,,,76085577,,MT,FRA,NGA,,395.50550000000,,,,12/27/2019,0.50,,trn,0.00,0.00,,0.00,,,13.88,mk,13.88
,,,,,,,,,,,,.00281690141,,,,12/31/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(18,003.90)","1,542.47",,(18.09),,,(263.76),(281.85),
,,,,,,,,,,,,,,,,,,,,(50.72),0.00,,(0.05),,,(0.74),(0.79),
Account   100711693 - 100712856 Total : ,,,,,,,,,,,,,,,,,,31,,"(3,316,852.37)","102,861.33",,"(15,777.46)",,,"(16,812.14)","(32,589.60)",
,,,,,,,,,,,,,,,,,,,,"(9,343.29)",0.00,,(44.47),,,(47.34),(91.81),
Account Number : ,,,100711693 - 100712857,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #010 - LAGOS ISLAND - IDUMAGBO BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654005,,,,,Store Number : ,,,,010,,,,,,,,,,,,,,
12/4/2019,,2253476493,,,,57351578,,MT,CAN,NGA,,266.89722577245,,,,11/21/2019,0.30,,trn,"(23,948.69)","2,668.97",,(14.41),,,(480.42),,(494.83)
,,,,,,,,,,,,.00281690141,,,,12/4/2019,,,stl,(67.46),0.00,,(0.04),,,(1.35),,(1.39)
12/4/2019,,2253476493,,,,57351578,,MT,CAN,NGA,,266.89722577245,,,,11/21/2019,0.30,,trn,0.00,0.00,,0.00,,,24.02,mk,24.02
,,,,,,,,,,,,.00281690141,,,,12/4/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(23,948.69)","2,668.97",,(14.41),,,(456.40),(470.81),
,,,,,,,,,,,,,,,,,,,,(67.46),0.00,,(0.04),,,(1.28),(1.32),
12/5/2019,,2257126840,,,,87087456,,MT,USA,NGA,,355.00000000000,,,,12/3/2019,0.45,,trn,"(50,006.45)","2,840.00",,(45.21),,,(511.20),,(556.41)
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,(140.86),0.00,,(0.13),,,(1.44),,(1.57)
12/5/2019,,2257126840,,,,87087456,,MT,USA,NGA,,355.00000000000,,,,12/3/2019,0.45,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
12/5/2019,,2257126840,,,,87087456,,MT,USA,NGA,,355.00000000000,,,,12/3/2019,0.45,,trn,0.00,0.00,,0.00,,,2.26,mk,2.26
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(50,006.45)","2,840.00",,(45.21),,,(483.38),(528.59),
,,,,,,,,,,,,,,,,,,,,(140.86),0.00,,(0.13),,,(1.36),(1.49),
12/12/2019,,2259228155,,,,98271382,,MT,NGA,NGA,,,,,,12/10/2019,,,trn,"(50,000.00)",0.00,,0.00,,,0.00,,0.00
,,,,,,,,,,,,.00281690141,,,,12/12/2019,,,stl,(140.85),0.00,,0.00,,,0.00,,0.00
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(50,000.00)",0.00,,0.00,,,0.00,0.00,
,,,,,,,,,,,,,,,,,,,,(140.85),0.00,,0.00,,,0.00,0.00,
12/27/2019,,2261953240,,,,21014945,,MT,USA,NGA,,355.00000000000,,,,12/18/2019,0.45,,trn,"(70,680.50)","2,840.00",,(63.90),,,(511.20),,(575.10)
,,,,,,,,,,,,.00281690141,,,,12/27/2019,,,stl,(199.10),0.00,,(0.18),,,(1.44),,(1.62)
12/27/2019,,2261953240,,,,21014945,,MT,USA,NGA,,355.00000000000,,,,12/18/2019,0.45,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,12/27/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
12/27/2019,,2261953240,,,,21014945,,MT,USA,NGA,,355.00000000000,,,,12/18/2019,0.45,,trn,0.00,0.00,,0.00,,,3.20,mk,3.20
,,,,,,,,,,,,.00281690141,,,,12/27/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(70,680.50)","2,840.00",,(63.90),,,(482.44),(546.34),
,,,,,,,,,,,,,,,,,,,,(199.10),0.00,,(0.18),,,(1.36),(1.54),
Account   100711693 - 100712857 Total : ,,,,,,,,,,,,,,,,,,4,,"(194,635.64)","8,348.97",,(123.52),,,"(1,422.22)","(1,545.74)",
,,,,,,,,,,,,,,,,,,,,(548.27),0.00,,(0.35),,,(4.00),(4.35),
Account Number : ,,,100711693 - 100712858,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #011 - IJEBU ODE - IJEBU-ODE BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654006,,,,,Store Number : ,,,,011,,,,,,,,,,,,,,
12/2/2019,,2255424793,,,,78001618,,MT,IDN,NGA,,.02515946060,,,,11/29/2019,5.10,,trn,"(17,383.64)","2,515.95",,(186.84),,,(452.87),,(639.71)
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,(48.97),0.00,,(0.53),,,(1.28),,(1.81)
12/2/2019,,2255424793,,,,78001618,,MT,IDN,NGA,,.02515946060,,,,11/29/2019,5.10,,trn,0.00,0.00,,0.00,,,22.64,mk,22.64
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.06,,0.06
12/2/2019,,2255424793,,,,78001618,,MT,IDN,NGA,,.02515946060,,,,11/29/2019,5.10,,trn,0.00,0.00,,0.00,,,9.34,mk,9.34
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
12/2/2019,,2255745914,,,,89571685,,MT,USA,NGA,,355.00000000000,,,,11/29/2019,1.25,,trn,"(17,528.13)","3,546.45",,(44.38),,,(638.36),,(682.74)
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,(49.38),0.00,,(0.13),,,(1.80),,(1.93)
12/2/2019,,2255745914,,,,89571685,,MT,USA,NGA,,355.00000000000,,,,11/29/2019,1.25,,trn,0.00,0.00,,0.00,,,31.92,mk,31.92
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
12/2/2019,,2255745914,,,,89571685,,MT,USA,NGA,,355.00000000000,,,,11/29/2019,1.25,,trn,0.00,0.00,,0.00,,,2.22,mk,2.22
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
Daily Total : ,,,,,,,,,,,,,,,,,,2,,"(34,911.77)","6,062.40",,(231.22),,,"(1,025.11)","(1,256.33)",
,,,,,,,,,,,,,,,,,,,,(98.35),0.00,,(0.66),,,(2.89),(3.55),
12/9/2019,,2258296859,,,,21729522,,MT,QAT,NGA,,97.29492696045,,,,12/7/2019,0.50,,trn,"(29,236.15)","2,432.37",,(29.38),,,(437.83),,(467.21)
,,,,,,,,,,,,.00281690141,,,,12/9/2019,,,stl,(82.36),0.00,,(0.08),,,(1.23),,(1.31)
12/9/2019,,2258296859,,,,21729522,,MT,QAT,NGA,,97.29492696045,,,,12/7/2019,0.50,,trn,0.00,0.00,,0.00,,,21.89,mk,21.89
,,,,,,,,,,,,.00281690141,,,,12/9/2019,,,stl,0.00,0.00,,0.00,,,0.06,,0.06
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(29,236.15)","2,432.37",,(29.38),,,(415.94),(445.32),
,,,,,,,,,,,,,,,,,,,,(82.36),0.00,,(0.08),,,(1.17),(1.25),
12/10/2019,,2258647523,,,,87249730,,MT,USA,NGA,,355.00000000000,,,,12/8/2019,0.45,,trn,"(15,903.11)","1,420.00",,(14.38),,,(255.60),,(269.98)
,,,,,,,,,,,,.00281690141,,,,12/10/2019,,,stl,(44.80),0.00,,(0.04),,,(0.72),,(0.76)
12/10/2019,,2258647523,,,,87249730,,MT,USA,NGA,,355.00000000000,,,,12/8/2019,0.45,,trn,0.00,0.00,,0.00,,,12.78,mk,12.78
,,,,,,,,,,,,.00281690141,,,,12/10/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(15,903.11)","1,420.00",,(14.38),,,(242.82),(257.20),
,,,,,,,,,,,,,,,,,,,,(44.80),0.00,,(0.04),,,(0.68),(0.72),
Account   100711693 - 100712858 Total : ,,,,,,,,,,,,,,,,,,4,,"(80,051.03)","9,914.77",,(274.98),,,"(1,683.87)","(1,958.85)",
,,,,,,,,,,,,,,,,,,,,(225.51),0.00,,(0.78),,,(4.74),(5.52),
Account Number : ,,,100711693 - 100712860,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #013 - ABA - ABA BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654008,,,,,Store Number : ,,,,013,,,,,,,,,,,,,,
12/18/2019,,2260791532,,,,76866198,,MT,USA,NGA,,355.00000000000,,,,12/15/2019,0.45,,trn,"(212,041.50)","2,840.00",,(191.70),,,(511.20),,(702.90)
,,,,,,,,,,,,.00281690141,,,,12/18/2019,,,stl,(597.30),0.00,,(0.54),,,(1.44),,(1.98)
12/18/2019,,2260791532,,,,76866198,,MT,USA,NGA,,355.00000000000,,,,12/15/2019,0.45,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,12/18/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
12/18/2019,,2260791532,,,,76866198,,MT,USA,NGA,,355.00000000000,,,,12/15/2019,0.45,,trn,0.00,0.00,,0.00,,,9.59,mk,9.59
,,,,,,,,,,,,.00281690141,,,,12/18/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(212,041.50)","2,840.00",,(191.70),,,(476.05),(667.75),
,,,,,,,,,,,,,,,,,,,,(597.30),0.00,,(0.54),,,(1.34),(1.88),
Account   100711693 - 100712860 Total : ,,,,,,,,,,,,,,,,,,1,,"(212,041.50)","2,840.00",,(191.70),,,(476.05),(667.75),
,,,,,,,,,,,,,,,,,,,,(597.30),0.00,,(0.54),,,(1.34),(1.88),
Account Number : ,,,100711693 - 100712861,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #014 - ABEOKUTA - ABEOKUTA BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654009,,,,,Store Number : ,,,,014,,,,,,,,,,,,,,
12/2/2019,,2255519380,,,,36494739,,MT,DEU,NGA,,390.53550000000,,,,11/29/2019,0.50,,trn,"(77,716.56)","4,686.43",,(78.11),,,(843.56),,(921.67)
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,(218.92),0.00,,(0.22),,,(2.38),,(2.60)
12/2/2019,,2255519380,,,,36494739,,MT,DEU,NGA,,390.53550000000,,,,11/29/2019,0.50,,trn,0.00,0.00,,0.00,,,42.18,mk,42.18
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.12,,0.12
12/2/2019,,2255519380,,,,36494739,,MT,DEU,NGA,,390.53550000000,,,,11/29/2019,0.50,,trn,0.00,0.00,,0.00,,,3.91,mk,3.91
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
12/2/2019,,2255557761,,,,73405081,,MT,ARE,NGA,,96.65650185100,,,,11/29/2019,0.60,,trn,"(28,822.97)","1,449.85",,(34.80),,,(260.97),,(295.77)
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,(81.19),0.00,,(0.10),,,(0.74),,(0.84)
12/2/2019,,2255557761,,,,73405081,,MT,ARE,NGA,,96.65650185100,,,,11/29/2019,0.60,,trn,0.00,0.00,,0.00,,,13.05,mk,13.05
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
12/2/2019,,2255857230,,,,35074831,,MT,USA,NGA,,355.00000000000,,,,11/30/2019,0.50,,trn,"(70,645.00)","1,771.45",,(71.00),,,(318.86),,(389.86)
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,(199.00),0.00,,(0.20),,,(0.90),,(1.10)
12/2/2019,,2255857230,,,,35074831,,MT,USA,NGA,,355.00000000000,,,,11/30/2019,0.50,,trn,0.00,0.00,,0.00,,,15.94,mk,15.94
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
12/2/2019,,2255857230,,,,35074831,,MT,USA,NGA,,355.00000000000,,,,11/30/2019,0.50,,trn,0.00,0.00,,0.00,,,3.55,mk,3.55
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
Daily Total : ,,,,,,,,,,,,,,,,,,3,,"(177,184.53)","7,907.73",,(183.91),,,"(1,344.76)","(1,528.67)",
,,,,,,,,,,,,,,,,,,,,(499.11),0.00,,(0.52),,,(3.80),(4.32),
12/4/2019,,2256862444,,,,93162406,,MT,USA,NGA,,355.00000000000,,,,12/3/2019,1.25,,trn,"(140,225.00)","3,514.50",,(355.00),,,(632.61),,(987.61)
,,,,,,,,,,,,.00281690141,,,,12/4/2019,,,stl,(395.00),0.00,,(1.00),,,(1.78),,(2.78)
12/4/2019,,2256862444,,,,93162406,,MT,USA,NGA,,355.00000000000,,,,12/3/2019,1.25,,trn,0.00,0.00,,0.00,,,31.63,mk,31.63
,,,,,,,,,,,,.00281690141,,,,12/4/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
12/4/2019,,2256862444,,,,93162406,,MT,USA,NGA,,355.00000000000,,,,12/3/2019,1.25,,trn,0.00,0.00,,0.00,,,17.75,mk,17.75
,,,,,,,,,,,,.00281690141,,,,12/4/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(140,225.00)","3,514.50",,(355.00),,,(583.23),(938.23),
,,,,,,,,,,,,,,,,,,,,(395.00),0.00,,(1.00),,,(1.64),(2.64),
12/5/2019,,2255813033,,,,77282861,,MT,ZAF,NGA,,355.00000000000,,,,11/30/2019,0.60,,trn,"(54,204.36)","3,692.00",,(65.44),,,(664.56),,(730.00)
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,(152.69),0.00,,(0.18),,,(1.87),,(2.05)
12/5/2019,,2255813033,,,,77282861,,MT,ZAF,NGA,,355.00000000000,,,,11/30/2019,0.60,,trn,0.00,0.00,,0.00,,,33.23,mk,33.23
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
12/5/2019,,2255813033,,,,77282861,,MT,ZAF,NGA,,355.00000000000,,,,11/30/2019,0.60,,trn,0.00,0.00,,0.00,,,3.27,mk,3.27
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
12/5/2019,,2256444149,,,,24715801,,MT,JAM,NGA,,2.64276711910,,,,12/2/2019,0.80,,trn,"(393,243.75)","13,874.53",,(634.26),,,"(2,497.41)",,"(3,131.67)"
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,"(1,107.73)",0.00,,(1.79),,,(7.03),,(8.82)
12/5/2019,,2256444149,,,,24715801,,MT,JAM,NGA,,2.64276711910,,,,12/2/2019,0.80,,trn,0.00,0.00,,0.00,,,124.87,mk,124.87
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,0.00,0.00,,0.00,,,0.35,,0.35
12/5/2019,,2256444149,,,,24715801,,MT,JAM,NGA,,2.64276711910,,,,12/2/2019,0.80,,trn,0.00,0.00,,0.00,,,31.71,mk,31.71
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
12/5/2019,,2257193519,,,,82540939,,MT,ESP,NGA,,393.05600000000,,,,12/4/2019,3.70,,trn,"(113,553.88)","5,502.78",,(872.58),,,(990.50),,"(1,863.08)"
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,(319.87),0.00,,(2.46),,,(2.79),,(5.25)
12/5/2019,,2257193519,,,,82540939,,MT,ESP,NGA,,393.05600000000,,,,12/4/2019,3.70,,trn,0.00,0.00,,0.00,,,49.53,mk,49.53
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,0.00,0.00,,0.00,,,0.14,,0.14
12/5/2019,,2257193519,,,,82540939,,MT,ESP,NGA,,393.05600000000,,,,12/4/2019,3.70,,trn,0.00,0.00,,0.00,,,43.63,mk,43.63
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,0.00,0.00,,0.00,,,0.12,,0.12
Daily Total : ,,,,,,,,,,,,,,,,,,3,,"(561,001.99)","23,069.31",,"(1,572.28)",,,"(3,866.23)","(5,438.51)",
,,,,,,,,,,,,,,,,,,,,"(1,580.29)",0.00,,(4.43),,,(10.89),(15.32),
12/10/2019,,2258805259,,,,17267696,,MT,DEU,NGA,,392.98500000000,,,,12/9/2019,0.50,,trn,"(78,204.02)","4,715.82",,(78.60),,,(848.85),,(927.45)
,,,,,,,,,,,,.00281690141,,,,12/10/2019,,,stl,(220.29),0.00,,(0.22),,,(2.39),,(2.61)
12/10/2019,,2258805259,,,,17267696,,MT,DEU,NGA,,392.98500000000,,,,12/9/2019,0.50,,trn,0.00,0.00,,0.00,,,42.44,mk,42.44
,,,,,,,,,,,,.00281690141,,,,12/10/2019,,,stl,0.00,0.00,,0.00,,,0.12,,0.12
12/10/2019,,2258805259,,,,17267696,,MT,DEU,NGA,,392.98500000000,,,,12/9/2019,0.50,,trn,0.00,0.00,,0.00,,,3.93,mk,3.93
,,,,,,,,,,,,.00281690141,,,,12/10/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(78,204.02)","4,715.82",,(78.60),,,(802.48),(881.08),
,,,,,,,,,,,,,,,,,,,,(220.29),0.00,,(0.22),,,(2.26),(2.48),
12/11/2019,,2259130495,,,,37044308,,MT,ITA,NGA,,393.16250000000,,,,12/10/2019,2.00,,trn,"(115,589.78)","5,504.28",,(471.80),,,(990.77),,"(1,462.57)"
,,,,,,,,,,,,.00281690141,,,,12/11/2019,,,stl,(325.61),0.00,,(1.33),,,(2.79),,(4.12)
12/11/2019,,2259130495,,,,37044308,,MT,ITA,NGA,,393.16250000000,,,,12/10/2019,2.00,,trn,0.00,0.00,,0.00,,,49.54,mk,49.54
,,,,,,,,,,,,.00281690141,,,,12/11/2019,,,stl,0.00,0.00,,0.00,,,0.14,,0.14
12/11/2019,,2259130495,,,,37044308,,MT,ITA,NGA,,393.16250000000,,,,12/10/2019,2.00,,trn,0.00,0.00,,0.00,,,23.59,mk,23.59
,,,,,,,,,,,,.00281690141,,,,12/11/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(115,589.78)","5,504.28",,(471.80),,,(917.64),"(1,389.44)",
,,,,,,,,,,,,,,,,,,,,(325.61),0.00,,(1.33),,,(2.58),(3.91),
12/12/2019,,2259429367,,,,98211471,,MT,LBN,NGA,,355.00000000000,,,,12/11/2019,5.50,,trn,"(69,107.85)","4,970.00",,(804.43),,,(894.60),,"(1,699.03)"
,,,,,,,,,,,,.00281690141,,,,12/12/2019,,,stl,(194.67),0.00,,(2.27),,,(2.52),,(4.79)
12/12/2019,,2259429367,,,,98211471,,MT,LBN,NGA,,355.00000000000,,,,12/11/2019,5.50,,trn,0.00,0.00,,0.00,,,44.73,mk,44.73
,,,,,,,,,,,,.00281690141,,,,12/12/2019,,,stl,0.00,0.00,,0.00,,,0.13,,0.13
12/12/2019,,2259429367,,,,98211471,,MT,LBN,NGA,,355.00000000000,,,,12/11/2019,5.50,,trn,0.00,0.00,,0.00,,,40.22,mk,40.22
,,,,,,,,,,,,.00281690141,,,,12/12/2019,,,stl,0.00,0.00,,0.00,,,0.11,,0.11
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(69,107.85)","4,970.00",,(804.43),,,(809.65),"(1,614.08)",
,,,,,,,,,,,,,,,,,,,,(194.67),0.00,,(2.27),,,(2.28),(4.55),
12/16/2019,,2259980848,,,,35766632,,MT,BLZ,NGA,,177.50000000000,,,,12/12/2019,1.00,,trn,"(87,862.50)","7,987.50",,(177.50),,,"(1,437.75)",,"(1,615.25)"
,,,,,,,,,,,,.00281690141,,,,12/16/2019,,,stl,(247.50),0.00,,(0.50),,,(4.05),,(4.55)
12/16/2019,,2259980848,,,,35766632,,MT,BLZ,NGA,,177.50000000000,,,,12/12/2019,1.00,,trn,0.00,0.00,,0.00,,,71.89,mk,71.89
,,,,,,,,,,,,.00281690141,,,,12/16/2019,,,stl,0.00,0.00,,0.00,,,0.20,,0.20
12/16/2019,,2259980848,,,,35766632,,MT,BLZ,NGA,,177.50000000000,,,,12/12/2019,1.00,,trn,0.00,0.00,,0.00,,,8.88,mk,8.88
,,,,,,,,,,,,.00281690141,,,,12/16/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
12/16/2019,,2260712631,,,,44601733,,MT,PHL,NGA,,7.01719707360,,,,12/14/2019,4.70,,trn,"(33,436.94)","3,508.60",,(329.81),,,(631.55),,(961.36)
,,,,,,,,,,,,.00281690141,,,,12/16/2019,,,stl,(94.19),0.00,,(0.93),,,(1.78),,(2.71)
12/16/2019,,2260712631,,,,44601733,,MT,PHL,NGA,,7.01719707360,,,,12/14/2019,4.70,,trn,0.00,0.00,,0.00,,,31.58,mk,31.58
,,,,,,,,,,,,.00281690141,,,,12/16/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
12/16/2019,,2260712631,,,,44601733,,MT,PHL,NGA,,7.01719707360,,,,12/14/2019,4.70,,trn,0.00,0.00,,0.00,,,16.49,mk,16.49
,,,,,,,,,,,,.00281690141,,,,12/16/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
Daily Total : ,,,,,,,,,,,,,,,,,,2,,"(121,299.44)","11,496.10",,(507.31),,,"(1,940.46)","(2,447.77)",
,,,,,,,,,,,,,,,,,,,,(341.69),0.00,,(1.43),,,(5.46),(6.89),
12/18/2019,,2260559727,,,,69442416,,MT,OMN,NGA,,922.00607744680,,,,12/14/2019,1.20,,trn,"(20,951.67)","1,844.01",,(50.89),,,(331.92),,(382.81)
,,,,,,,,,,,,.00281690141,,,,12/18/2019,,,stl,(59.02),0.00,,(0.14),,,(0.93),,(1.07)
12/18/2019,,2260559727,,,,69442416,,MT,OMN,NGA,,922.00607744680,,,,12/14/2019,1.20,,trn,0.00,0.00,,0.00,,,16.60,mk,16.60
,,,,,,,,,,,,.00281690141,,,,12/18/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
12/18/2019,,2260559727,,,,69442416,,MT,OMN,NGA,,922.00607744680,,,,12/14/2019,1.20,,trn,0.00,0.00,,0.00,,,2.54,mk,2.54
,,,,,,,,,,,,.00281690141,,,,12/18/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
12/18/2019,,2261166331,,,,16114056,,MT,FRA,NGA,,395.43450000000,,,,12/16/2019,0.50,,trn,"(131,021.29)","6,722.39",,(131.68),,,"(1,210.03)",,"(1,341.71)"
,,,,,,,,,,,,.00281690141,,,,12/18/2019,,,stl,(369.07),0.00,,(0.37),,,(3.41),,(3.78)
12/18/2019,,2261166331,,,,16114056,,MT,FRA,NGA,,395.43450000000,,,,12/16/2019,0.50,,trn,0.00,0.00,,0.00,,,60.50,mk,60.50
,,,,,,,,,,,,.00281690141,,,,12/18/2019,,,stl,0.00,0.00,,0.00,,,0.17,,0.17
12/18/2019,,2261166331,,,,16114056,,MT,FRA,NGA,,395.43450000000,,,,12/16/2019,0.50,,trn,0.00,0.00,,0.00,,,6.58,mk,6.58
,,,,,,,,,,,,.00281690141,,,,12/18/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
Daily Total : ,,,,,,,,,,,,,,,,,,2,,"(151,972.96)","8,566.40",,(182.57),,,"(1,455.73)","(1,638.30)",
,,,,,,,,,,,,,,,,,,,,(428.09),0.00,,(0.51),,,(4.09),(4.60),
12/19/2019,,2261535736,,,,35960645,,MT,CAN,NGA,,269.47016851310,,,,12/17/2019,0.30,,trn,"(120,897.79)","2,694.70",,(72.76),,,(485.05),,(557.81)
,,,,,,,,,,,,.00281690141,,,,12/19/2019,,,stl,(340.56),0.00,,(0.20),,,(1.37),,(1.57)
12/19/2019,,2261535736,,,,35960645,,MT,CAN,NGA,,269.47016851310,,,,12/17/2019,0.30,,trn,0.00,0.00,,0.00,,,24.25,mk,24.25
,,,,,,,,,,,,.00281690141,,,,12/19/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
12/19/2019,,2261535736,,,,35960645,,MT,CAN,NGA,,269.47016851310,,,,12/17/2019,0.30,,trn,0.00,0.00,,0.00,,,3.64,mk,3.64
,,,,,,,,,,,,.00281690141,,,,12/19/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
12/19/2019,,2261752566,,,,35279003,,MT,ITA,NGA,,395.22150000000,,,,12/18/2019,2.00,,trn,"(143,307.32)","6,718.77",,(584.93),,,"(1,209.38)",,"(1,794.31)"
,,,,,,,,,,,,.00281690141,,,,12/19/2019,,,stl,(403.68),0.00,,(1.65),,,(3.41),,(5.06)
12/19/2019,,2261752566,,,,35279003,,MT,ITA,NGA,,395.22150000000,,,,12/18/2019,2.00,,trn,0.00,0.00,,0.00,,,60.47,mk,60.47
,,,,,,,,,,,,.00281690141,,,,12/19/2019,,,stl,0.00,0.00,,0.00,,,0.17,,0.17
12/19/2019,,2261752566,,,,35279003,,MT,ITA,NGA,,395.22150000000,,,,12/18/2019,2.00,,trn,0.00,0.00,,0.00,,,29.25,mk,29.25
,,,,,,,,,,,,.00281690141,,,,12/19/2019,,,stl,0.00,0.00,,0.00,,,0.08,,0.08
Daily Total : ,,,,,,,,,,,,,,,,,,2,,"(264,205.11)","9,413.47",,(657.69),,,"(1,576.82)","(2,234.51)",
