,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Receive  Activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement Currency : ,,,,,,USD,,,,Transaction Currency : ,,,,,,,,,,,,,NGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Orig,,,,Rcv,,,,,,,,,,FX,,,,,,,,,,,,,,,,,,,Fx Rev,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tran Date,,,Tran Id,,,,,Ref #,,,Prod,,,Cntry,,,,Cntry,,,FX Rate,,,,FX Date,,,Margin,,,,,,Base Amt,,,,,,Fee Amt,,,,,,,Share Amt,,,,Commission Amt,,,,,,,Total,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Total : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,"(705,665.45)",,,,,,"16,315.80",,,,,"(1,860.91)",,,,,,,"(2,696.93)",,,,"(4,557.84)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1,987.79)",,,,,,0.00,,,,,(5.24),,,,,,,(7.60),,,,(12.84),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/14/18,,,2047225380,,,,,36334971,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/12/18,,,1.10,,,trn,,,,,"(280,876.00)",,,"4,970.00",,,,,,,(624.80),,,,,,,(894.60),,,,,"(1,519.40)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/14/18,,,,,,stl,,,,,(791.20),,,0.00,,,,,,,(1.76),,,,,,,(2.52),,,,,(4.28),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/14/18,,,2047225380,,,,,36334971,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/12/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,31.24,,mk,,,31.24,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/14/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.09,,,,,0.09,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/14/18,,,2047225380,,,,,36334971,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/12/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,44.73,,mk,,,44.73,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/14/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.13,,,,,0.13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Total : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,"(280,876.00)",,,,,,"4,970.00",,,,,(624.80),,,,,,,(818.63),,,,"(1,443.43)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(791.20),,,,,,0.00,,,,,(1.76),,,,,,,(2.30),,,,(4.06),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/15/18,,,2047715631,,,,,54014436,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/14/18,,,1.50,,,trn,,,,,"(34,967.50)",,,"2,836.45",,,,,,,(106.50),,,,,,,(510.56),,,,,(617.06),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/15/18,,,,,,stl,,,,,(98.50),,,0.00,,,,,,,(0.30),,,,,,,(1.44),,,,,(1.74),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/15/18,,,2047715631,,,,,54014436,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/14/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/15/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/15/18,,,2047715631,,,,,54014436,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/14/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,5.33,,mk,,,5.33,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/15/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.02,,,,,0.02,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/15/18,,,2047764141,,,,,42351513,,,MT,,,CAN,,,,NGA,,,274.00432232185,,,,03/14/18,,,0.30,,,trn,,,,,"(199,696.27)",,,"5,206.08",,,,,,,(120.18),,,,,,,(937.09),,,,,"(1,057.27)",
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/15/18,,,,,,stl,,,,,(562.52),,,0.00,,,,,,,(0.34),,,,,,,(2.64),,,,,(2.98),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/15/18,,,2047764141,,,,,42351513,,,MT,,,CAN,,,,NGA,,,274.00432232185,,,,03/14/18,,,0.30,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,6.01,,mk,,,6.01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/15/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.02,,,,,0.02,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/15/18,,,2047764141,,,,,42351513,,,MT,,,CAN,,,,NGA,,,274.00432232185,,,,03/14/18,,,0.30,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,46.85,,mk,,,46.85,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/15/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.13,,,,,0.13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/15/18,,,2047829925,,,,,45933149,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/14/18,,,1.10,,,trn,,,,,"(245,766.50)",,,"4,970.00",,,,,,,(546.70),,,,,,,(894.60),,,,,"(1,441.30)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/15/18,,,,,,stl,,,,,(692.30),,,0.00,,,,,,,(1.54),,,,,,,(2.52),,,,,(4.06),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/15/18,,,2047829925,,,,,45933149,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/14/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,44.73,,mk,,,44.73,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/15/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.13,,,,,0.13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/15/18,,,2047829925,,,,,45933149,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/14/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,27.34,,mk,,,27.34,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/15/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.08,,,,,0.08,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Total : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,"(480,430.27)",,,,,,"13,012.53",,,,,(773.38),,,,,,,"(2,186.46)",,,,"(2,959.84)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1,353.32)",,,,,,0.00,,,,,(2.18),,,,,,,(6.15),,,,(8.33),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2048406412,,,,,17100117,,,MT,,,SWE,,,,NGA,,,43.38792471165,,,,03/16/18,,,1.75,,,trn,,,,,"(37,086.91)",,,"1,301.64",,,,,,,(132.12),,,,,,,(234.29),,,,,(366.41),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,(104.47),,,0.00,,,,,,,(0.37),,,,,,,(0.66),,,,,(1.03),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2048406412,,,,,17100117,,,MT,,,SWE,,,,NGA,,,43.38792471165,,,,03/16/18,,,1.75,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,11.71,,mk,,,11.71,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.03,,,,,0.03,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2048406412,,,,,17100117,,,MT,,,SWE,,,,NGA,,,43.38792471165,,,,03/16/18,,,1.75,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,6.61,,mk,,,6.61,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.02,,,,,0.02,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049482164,,,,,26360930,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/19/18,,,0.50,,,trn,,,,,"(105,967.50)",,,"9,226.45",,,,,,,(106.50),,,,,,,"(1,660.76)",,,,,"(1,767.26)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,(298.50),,,0.00,,,,,,,(0.30),,,,,,,(4.68),,,,,(4.98),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049482164,,,,,26360930,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/19/18,,,0.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,5.33,,mk,,,5.33,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.02,,,,,0.02,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049482164,,,,,26360930,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/19/18,,,0.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,83.04,,mk,,,83.04,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.23,,,,,0.23,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Total : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,"(143,054.41)",,,,,,"10,528.09",,,,,(238.62),,,,,,,"(1,788.36)",,,,"(2,026.98)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(402.97),,,,,,0.00,,,,,(0.67),,,,,,,(5.04),,,,(5.71),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/21/18,,,2050235865,,,,,29731705,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/21/18,,,1.10,,,trn,,,,,"(129,905.15)",,,"2,836.45",,,,,,,(288.97),,,,,,,(510.56),,,,,(799.53),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/21/18,,,,,,stl,,,,,(365.93),,,0.00,,,,,,,(0.81),,,,,,,(1.44),,,,,(2.25),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/21/18,,,2050235865,,,,,29731705,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/21/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,14.45,,mk,,,14.45,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/21/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.04,,,,,0.04,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/21/18,,,2050235865,,,,,29731705,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/21/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/21/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Total : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,"(129,905.15)",,,,,,"2,836.45",,,,,(288.97),,,,,,,(470.58),,,,(759.55),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(365.93),,,,,,0.00,,,,,(0.81),,,,,,,(1.33),,,,(2.14),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/22/18,,,2050361656,,,,,40257567,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/21/18,,,1.50,,,trn,,,,,"(48,954.50)",,,"2,836.45",,,,,,,(149.10),,,,,,,(510.56),,,,,(659.66),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/22/18,,,,,,stl,,,,,(137.90),,,0.00,,,,,,,(0.42),,,,,,,(1.44),,,,,(1.86),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/22/18,,,2050361656,,,,,40257567,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/21/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,7.46,,mk,,,7.46,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/22/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.02,,,,,0.02,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/22/18,,,2050361656,,,,,40257567,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/21/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/22/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/22/18,,,2050472485,,,,,20946178,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/21/18,,,0.47,,,trn,,,,,"(35,333.15)",,,"4,256.45",,,,,,,(33.37),,,,,,,(766.16),,,,,(799.53),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/22/18,,,,,,stl,,,,,(99.53),,,0.00,,,,,,,(0.09),,,,,,,(2.16),,,,,(2.25),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/22/18,,,2050472485,,,,,20946178,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/21/18,,,0.47,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,38.31,,mk,,,38.31,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/22/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.11,,,,,0.11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Total : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,"(84,287.65)",,,,,,"7,092.90",,,,,(182.47),,,,,,,"(1,205.42)",,,,"(1,387.89)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(237.43),,,,,,0.00,,,,,(0.51),,,,,,,(3.40),,,,(3.91),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/26/18,,,2051322735,,,,,99178791,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/24/18,,,1.10,,,trn,,,,,"(157,992.75)",,,"2,836.45",,,,,,,(351.45),,,,,,,(510.56),,,,,(862.01),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/26/18,,,,,,stl,,,,,(445.05),,,0.00,,,,,,,(0.99),,,,,,,(1.44),,,,,(2.43),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/26/18,,,2051322735,,,,,99178791,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/24/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,17.57,,mk,,,17.57,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/26/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.05,,,,,0.05,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/26/18,,,2051322735,,,,,99178791,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/24/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/26/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/26/18,,,2051323846,,,,,58147118,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/24/18,,,1.10,,,trn,,,,,"(157,992.75)",,,"2,836.45",,,,,,,(351.45),,,,,,,(510.56),,,,,(862.01),
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/26/18,,,,,,stl,,,,,(445.05),,,0.00,,,,,,,(0.99),,,,,,,(1.44),,,,,(2.43),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
