,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Receive  Activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement Currency : ,,,,,,USD,,,,Transaction Currency : ,,,,,,,,,,,,,NGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Orig,,,,Rcv,,,,,,,,,,FX,,,,,,,,,,,,,,,,,,,Fx Rev,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tran Date,,,Tran Id,,,,,Ref #,,,Prod,,,Cntry,,,,Cntry,,,FX Rate,,,,FX Date,,,Margin,,,,,,Base Amt,,,,,,Fee Amt,,,,,,,Share Amt,,,,Commission Amt,,,,,,,Total,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/18,,,2042316470,,,,,55319086,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,02/28/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,33.28,,mk,,,33.28,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/01/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.09,,,,,0.09,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/18,,,2042395627,,,,,61683380,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,02/28/18,,,1.10,,,trn,,,,,"(491,533.00)",,,"8,946.00",,,,,,,"(1,093.40)",,,,,,,"(1,610.28)",,,,,"(2,703.68)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/01/18,,,,,,stl,,,,,"(1,384.60)",,,0.00,,,,,,,(3.08),,,,,,,(4.54),,,,,(7.62),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/18,,,2042395627,,,,,61683380,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,02/28/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,80.51,,mk,,,80.51,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/01/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.23,,,,,0.23,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/18,,,2042395627,,,,,61683380,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,02/28/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,54.67,,mk,,,54.67,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/01/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.15,,,,,0.15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/18,,,2042398584,,,,,52737709,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,02/28/18,,,1.10,,,trn,,,,,"(351,095.00)",,,"4,970.00",,,,,,,(781.00),,,,,,,(894.60),,,,,"(1,675.60)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/01/18,,,,,,stl,,,,,(989.00),,,0.00,,,,,,,(2.20),,,,,,,(2.52),,,,,(4.72),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/18,,,2042398584,,,,,52737709,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,02/28/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,44.73,,mk,,,44.73,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/01/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.13,,,,,0.13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/18,,,2042398584,,,,,52737709,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,02/28/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,39.05,,mk,,,39.05,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/01/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.11,,,,,0.11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/18,,,2042416161,,,,,98582072,,,MT,,,CAN,,,,NGA,,,278.06062505070,,,,02/28/18,,,0.30,,,trn,,,,,"(55,445.29)",,,"4,170.91",,,,,,,(33.37),,,,,,,(750.76),,,,,(784.13),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/01/18,,,,,,stl,,,,,(156.18),,,0.00,,,,,,,(0.09),,,,,,,(2.11),,,,,(2.20),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/18,,,2042416161,,,,,98582072,,,MT,,,CAN,,,,NGA,,,278.06062505070,,,,02/28/18,,,0.30,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,37.54,,mk,,,37.54,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/01/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.11,,,,,0.11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/18,,,2042618851,,,,,62864546,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/01/18,,,1.10,,,trn,,,,,"(315,985.50)",,,"4,970.00",,,,,,,(702.90),,,,,,,(894.60),,,,,"(1,597.50)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/01/18,,,,,,stl,,,,,(890.10),,,0.00,,,,,,,(1.98),,,,,,,(2.52),,,,,(4.50),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/18,,,2042618851,,,,,62864546,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/01/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,44.73,,mk,,,44.73,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/01/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.13,,,,,0.13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/18,,,2042618851,,,,,62864546,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/01/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,35.15,,mk,,,35.15,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/01/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.10,,,,,0.10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/18,,,2042624975,,,,,32307619,,,MT,,,COL,,,,NGA,,,.12378222715,,,,03/01/18,,,0.30,,,trn,,,,,"(161,051.20)",,,"7,915.25",,,,,,,(96.92),,,,,,,"(1,424.75)",,,,,"(1,521.67)",
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/01/18,,,,,,stl,,,,,(453.67),,,0.00,,,,,,,(0.27),,,,,,,(4.01),,,,,(4.28),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/18,,,2042624975,,,,,32307619,,,MT,,,COL,,,,NGA,,,.12378222715,,,,03/01/18,,,0.30,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,71.24,,mk,,,71.24,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/01/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.20,,,,,0.20,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/18,,,2042624975,,,,,32307619,,,MT,,,COL,,,,NGA,,,.12378222715,,,,03/01/18,,,0.30,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,4.85,,mk,,,4.85,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/01/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.01,,,,,0.01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Total : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,"(1,804,313.87)",,,,,,"40,912.16",,,,,"(3,841.82)",,,,,,,"(6,805.55)",,,,"(10,647.37)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(5,082.58)",,,,,,0.00,,,,,(10.82),,,,,,,(19.15),,,,(29.97),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/18,,,2039664958,,,,,55724235,,,MT,,,OMN,,,,NGA,,,922.00607744680,,,,02/21/18,,,0.80,,,trn,,,,,"(59,450.95)",,,"1,844.01",,,,,,,(95.89),,,,,,,(331.92),,,,,(427.81),
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/02/18,,,,,,stl,,,,,(167.47),,,0.00,,,,,,,(0.27),,,,,,,(0.93),,,,,(1.20),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/18,,,2039664958,,,,,55724235,,,MT,,,OMN,,,,NGA,,,922.00607744680,,,,02/21/18,,,0.80,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,4.79,,mk,,,4.79,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/02/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.01,,,,,0.01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/18,,,2039664958,,,,,55724235,,,MT,,,OMN,,,,NGA,,,922.00607744680,,,,02/21/18,,,0.80,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,16.60,,mk,,,16.60,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/02/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.05,,,,,0.05,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/18,,,2042227403,,,,,31794059,,,MT,,,DEU,,,,NGA,,,433.98750000000,,,,02/28/18,,,0.50,,,trn,,,,,"(20,001.79)",,,"1,518.96",,,,,,,(20.10),,,,,,,(273.41),,,,,(293.51),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/02/18,,,,,,stl,,,,,(56.34),,,0.00,,,,,,,(0.06),,,,,,,(0.77),,,,,(0.83),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/18,,,2042227403,,,,,31794059,,,MT,,,DEU,,,,NGA,,,433.98750000000,,,,02/28/18,,,0.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,13.67,,mk,,,13.67,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/02/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.04,,,,,0.04,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/18,,,2042603119,,,,,83637021,,,MT,,,OMN,,,,NGA,,,922.00607744680,,,,03/01/18,,,0.80,,,trn,,,,,"(137,194.50)",,,"1,844.01",,,,,,,(221.28),,,,,,,(331.92),,,,,(553.20),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/02/18,,,,,,stl,,,,,(386.46),,,0.00,,,,,,,(0.62),,,,,,,(0.93),,,,,(1.55),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/18,,,2042603119,,,,,83637021,,,MT,,,OMN,,,,NGA,,,922.00607744680,,,,03/01/18,,,0.80,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,11.06,,mk,,,11.06,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/02/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.03,,,,,0.03,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/18,,,2042603119,,,,,83637021,,,MT,,,OMN,,,,NGA,,,922.00607744680,,,,03/01/18,,,0.80,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,16.60,,mk,,,16.60,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/02/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.05,,,,,0.05,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/18,,,2042680092,,,,,81109444,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/01/18,,,1.10,,,trn,,,,,"(105,328.50)",,,"2,836.45",,,,,,,(234.30),,,,,,,(510.56),,,,,(744.86),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/02/18,,,,,,stl,,,,,(296.70),,,0.00,,,,,,,(0.66),,,,,,,(1.44),,,,,(2.10),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/18,,,2042680092,,,,,81109444,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/01/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,11.72,,mk,,,11.72,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/02/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.03,,,,,0.03,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/18,,,2042680092,,,,,81109444,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/01/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/02/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/18,,,2042682009,,,,,80266190,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/01/18,,,1.50,,,trn,,,,,"(31,851.90)",,,"2,836.45",,,,,,,(97.01),,,,,,,(510.56),,,,,(607.57),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/02/18,,,,,,stl,,,,,(89.72),,,0.00,,,,,,,(0.27),,,,,,,(1.44),,,,,(1.71),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/18,,,2042682009,,,,,80266190,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/01/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/02/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/18,,,2042682009,,,,,80266190,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/01/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,4.85,,mk,,,4.85,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/02/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.01,,,,,0.01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/18,,,2042702373,,,,,55539198,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/01/18,,,1.50,,,trn,,,,,"(244,772.50)",,,"4,970.00",,,,,,,(745.50),,,,,,,(894.60),,,,,"(1,640.10)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/02/18,,,,,,stl,,,,,(689.50),,,0.00,,,,,,,(2.10),,,,,,,(2.52),,,,,(4.62),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/18,,,2042702373,,,,,55539198,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/01/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,44.73,,mk,,,44.73,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/02/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.13,,,,,0.13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/18,,,2042702373,,,,,55539198,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/01/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,37.28,,mk,,,37.28,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/02/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.11,,,,,0.11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/18,,,2042778258,,,,,68460308,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/01/18,,,1.50,,,trn,,,,,"(34,967.50)",,,"2,836.45",,,,,,,(106.50),,,,,,,(510.56),,,,,(617.06),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/02/18,,,,,,stl,,,,,(98.50),,,0.00,,,,,,,(0.30),,,,,,,(1.44),,,,,(1.74),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/18,,,2042778258,,,,,68460308,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/01/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/02/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/18,,,2042778258,,,,,68460308,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/01/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,5.33,,mk,,,5.33,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/02/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.02,,,,,0.02,
